codigo;descrip;marca;tipo;costo;iva;valiva;moneda;costo_us;unidad;gananmin;gananmay;minoris;minorisi;mayoris;mayorisi;fecha
7798154038125;ARO PARA CARPETA 40MM METALICO;AROS PARA CARPETA;VARIOS;1,39;G;21;$;0;07;2,9712;0;4,13;5;0;0;42383
7798154038132;ARO PARA CARPETA 50MM METAL;AROS PARA CARPETA;VARIOS;1,58;G;21;$;0;07;3,1392;0;4,96;6;0;0;42383
7792533003391;MIT/SIFAP CLIP Nº4 NIQUELADO;APRIETA PAPEL;SIFAP CLIP;3,11;G;21;$;0;07;3,1897;2;9,92;12;6,22;7,53;42493
7792533001823;CHINCHES SIFAP CAJA POR 50;APRIETA PAPEL;CHINCHES;2,71;G;21;$;0;07;3,048;2,2;8,26;9,99;5,96;7,21;42509
7792564031288;12X25X1000 LISO PLECA 6 (3128);FORMULARIOS CONTINUOS;ORIGINALES;159,51;G;21;$;0;07;2,0051;0;319,83;387;0;0;42493
7792564140348;"4034 SUELDO ANGOSTO ""SISTB"" S/SOBRE";FORMULARIOS CONTINUOS;SUELDOS;170,45;G;21;$;0;07;1,8037;0;307,44;372;0;0;42493
3310;4032 SUELDO VERDE C/SOBRE **DISC;FORMULARIOS CONTINUOS;SUELDOS;172,8;G;21;$;0;07;1,8079;0;312,41;378,02;0;0;42493
4832;POTA SELLOS TRODAT N 3008;PORTA;PORTA SELLOS;6,42;G;21;$;0;07;1,9;0;12,2;14,76;0;0;42277
7793198004723;472/475 PORTA CLIPS MAGNETICO BLIST;PORTA;PORTA CLIPS;11,66;G;21;$;0;07;2,4811;0;28,93;35;0;0;42545
7792564031325;12X38X1000 ORIGINAL C/DESGL (3132)*DISC;FORMULARIOS CONTINUOS;ORIGINALES;0;G;21;$;0;07;0;0;0;0;0;0;42493
7792564012126;"12""X12,5X500 TICKEADOR PLECA 6 1212";FORMULARIOS CONTINUOS;TIKET;64,1;G;21;$;0;07;2,0114;0;128,93;156;0;0;42493
7792564140225;4022 SOBRE SUELDO JORNAL NUEVO*****;FORMULARIOS CONTINUOS;SUELDOS;174,7;G;21;$;0;07;1,7984;0;314,18;380,16;0;0;42493
7792564045032;FORMUL.LIBRO IVA 4503 12X25X100****DISC;FORMULARIOS CONTINUOS;IVA;28,96;G;21;$;0;07;2,4499;0;70,95;85,85;0;0;42493
7793928102279;CLIP FORRADO N3 X 100 MIT;APRIETA PAPEL;SIFAP CLIP;4,37;G;21;$;0;07;2,4577;0;10,74;13;0;0;42384
7792533000680;CLIP FORRADO N4 X 100 MIT;APRIETA PAPEL;SIFAP CLIP;5,11;G;21;$;0;07;2,6693;0;13,64;16,5;0;0;42384
2019;CANON BC-02 PARA BJ200 230 210 NG++;CARTUCHO;CANON;96,8;G;10,5;$;0;07;1,65;0;159,72;176,49;0;0;42277
1804;866 CAR FIB NG OFICIO 2A 40MM ****;CARPETA ESCOLAR;FIBRA NEGRA;16,36;G;21;$;0;07;2,4756;0;40,5;49;0;0;42382
3347;201238Q 12X38X500 DUPLICADO (3230);FORMULARIOS CONTINUOS;QUIMICOS DUPLICADO;386,69;G;21;$;0;07;1,8466;0;714,05;864;0;0;42493
170;IMPRESORA BARTIZAN P/TARJETA 4850**;ACCESORIOS;VARIOS;0;G;21;$;0;07;0;0;0;0;0;0;42277
000001406;PORTA BOBINA METAL SIMPLE 60CM;PORTA;PORTA BOBINA;102,96;G;21;$;0;07;2,4;0;247,1;298,99;0;0;42326
148;EPI1000-EPISCOPIO ECYT/VEGA 1000W;ACCESORIOS;IMAGEN;1724,04;G;21;$;0;07;0;0;0;0;0;0;42277
000000967;BOBINA HILO CHORICERO 300GRS;HILOS;VARIOS;17;G;21;$;0;07;2,8682;0;48,76;59;0;0;42479
000001071;228-CORRESPONDENCIA N°3 DUPLICADO;LIBROS COMERCIALES;CORRESPONDENCIA;32,614;G;21;$;0;07;2,5848;0;84,3;102;0;0;42531
7790000003288;328-CORRESPONDENCIA N°3 TRIPLICADO;LIBROS COMERCIALES;CORRESPONDENCIA;49,263;G;21;$;0;07;2,4996;0;123,14;149;0;0;42531
5718;TONER HP 92298A LASER4/4+/5M;TONER;TONER HP;2593,197;G;21;U$S;169,49;07;1,55;0;4019,46;4863,55;0;0;42324
2108;CANON BC-01 PARA BJ10 NEGRO *+;CARTUCHO;CANON;66,51;G;10,5;$;0;07;1,65;0;109,74;121,26;0;0;42277
030275063714;CANON CA BX3 PARA FAX B550 +;CARTUCHO;CANON;181,06;G;10,5;$;0;07;1,65;0;298,75;330,12;0;0;42277
77925640450404;FORMULARIO IVA 4504 12X25X1000;FORMULARIOS CONTINUOS;IVA;198,47;G;21;$;0;07;2,0912;0;415,04;502,2;0;0;42345
000001490;NUMERADOR KOFA 3.5MM ART 105;SELLOS;KOFA;9,56;G;21;$;0;07;2,6;0;24,86;30,08;0;0;42332
7793198100753;TACO ADHE AMARILLO 76X101 100HJ;TACOS;TACOS ADHESIVOS;7,58;G;21;$;0;07;3,4894;0;26,45;32;0;0;42545
088698067819;TONER HP C3906A LASER 5L-6L;TONER;TONER HP;1578,96;G;21;U$S;103,2;07;1,55;0;2447,39;2961,34;0;0;42349
000000738;BOBINA DE ARRANQUE A/D MINI 15X20;ENVASES;BOBINA A/D;14,555;G;21;$;0;07;2,466;0;35,89;43,43;0;0;42355
000000739;BOBINA DE ARRANQUE A/D MINI 15X25;ENVASES;BOBINA A/D;14,555;G;21;$;0;07;2,4658;0;35,89;43,43;0;0;42479
000000751;BOLSA CAMISETA A/D 20X30;ENVASES;BOLSA CAMISETA A/D;8,265;G;21;$;0;07;2,8007;0;23,15;28,01;0;0;42355
000000752;BOLSA CAMISETA A/D 30X40;ENVASES;BOLSA CAMISETA A/D;9,224;G;21;$;0;07;2,8182;0;26;31,46;0;0;42355
000000753;BOLSA CAMISETA A/D 40X50;ENVASES;BOLSA CAMISETA A/D;12,714;G;21;$;0;07;2,9904;0;38,02;46;0;0;42590
000000754;BOLSA CAMISETA A/D 45X60 BLANCA;ENVASES;BOLSA CAMISETA A/D;21,832;G;21;$;0;07;2,778;0;60,65;73,39;0;0;42590
000000756;BOLSA CAMISETA A/D 50X70;ENVASES;BOLSA CAMISETA A/D;31,131;G;21;$;0;07;2,7826;0;86,63;104,82;0;0;42355
7794459000324;CONSORCIO B/D 80X110 DRAG.PTEX10;ENVASES;BOLSA RESIDUO;11,62;G;21;$;0;07;3,0585;0;35,54;43;0;0;42590
2101;CANON BCI-21 BK NEGRO P/BJC4000 *++;CARTUCHO;CANON;24,79;G;10,5;$;0;07;1,65;0;40,9;45,19;0;0;42277
750845720815;CANON BCI-21 COLOR BJC4000/4100 *++;CARTUCHO;CANON;44,04;G;10,5;$;0;07;1,65;0;72,67;80,3;0;0;42277
7798039620032;30010 REDONDA 8MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620049;30030 REDONDA 12MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620056;30040 REDONDA 15MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620063;30050 REDONDA 20MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620070;30060 REDONDA 25MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620087;30110 8X15MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620094;30120 8X20MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620100;30130 5X36MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620117;30150 16X22MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620124;30160 19X19MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620131;30190 10X35MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620148;30200 9X48MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620155;30220 23X33MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620162;30230 15X50MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620179;30240 19X38MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620186;30250 20X50MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620216;30300 33X75MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620223;30310 36X57MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620230;30320 22X88MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620247;30330 80X22MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620254;30340 80X35MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620261;30350 50X75MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620285;30370 88X35MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620292;30380 48X100MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620308;30390 107X48MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620315;30400 75X103MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620322;30480 103X153MM BLANCO;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620339;30810 14MM OJALILLOS PAPEL;ETIQUETAS;PEGASOLA;24,96;G;21;$;0;07;2,4832;1,8;61,98;75;44,93;54,37;42518
7798039620353;30830 OJALILLOS PLASTICOS BLANCO 14;ETIQUETAS;PEGASOLA;51,39;G;21;$;0;07;0;1,8;0;0;92,5;111,93;42518
3042;13214-OJALILLOS PVC BLANCO 14MMX5;ETIQUETAS;PEGASOLA;1,42;G;21;$;0;07;2,5;0;3,55;4,3;0;0;42277
7798039620384;31600 59X288MM LOMOS BIB. AMARILLO;ETIQUETAS;PEGASOLA;20,79;G;21;$;0;07;2,3054;1,8;47,93;58;37,42;45,28;42518
3044;32330 38X60MM ESCOLAR B. ROJO;ETIQUETAS;PEGASOLA;28,95;G;21;$;0;07;2,2839;1,8;66,12;80;52,11;63,05;42518
7798039620421;32600 59X288MM LOMOS BIB. ROJO;ETIQUETAS;PEGASOLA;20,79;G;21;$;0;07;2,3054;1,8;47,93;58;37,42;45,28;42518
7798039620506;33600 59X288MM LOMOS BIB. AZUL;ETIQUETAS;PEGASOLA;20,79;G;21;$;0;07;2,3054;1,8;47,93;58;37,42;45,28;42509
3047;34330 38X60MM ESCOLAR B. VERDE;ETIQUETAS;PEGASOLA;28,95;G;21;$;0;07;2,2839;1,8;66,12;80;52,11;63,05;42509
7798039620544;34600 59X288MM LOMO BIB. VERDE;ETIQUETAS;PEGASOLA;20,79;G;21;$;0;07;2,3054;1,8;47,93;58;37,42;45,28;42509
3049;3333 38X60MM ESCOLAR B.AZUL;ETIQUETAS;PEGASOLA;28,95;G;21;$;0;07;2,2839;1,8;66,12;80;52,11;63,05;42518
7798039620865;37600 59X288MM LOMO BIB.NEGRO;ETIQUETAS;PEGASOLA;20,79;G;21;$;0;07;2,3054;1,8;47,93;58;37,42;45,28;42509
3051;39100 72X33MM DISKETTE 5 1/4 6 COL.;ETIQUETAS;PEGASOLA;95,235;G;21;$;0;07;1,8658;1,8;177,69;215;171,42;207,42;42509
7798039620889;39200 70X67MM DISKETTE 3 1/2 6 COL.;ETIQUETAS;PEGASOLA;95,235;G;21;$;0;07;1,8658;1,8;177,69;215;171,42;207,42;42509
3053;39520 16X22MM PRECIO;ETIQUETAS;PEGASOLA;49,95;G;21;$;0;07;2,399;1,8;119,83;145;89,91;108,79;42509
7798039620902;39560 158X120MM ENVIO;ETIQUETAS;PEGASOLA;49,95;G;21;$;0;07;2,399;1,8;119,83;145;89,91;108,79;42509
7798039620919;39570 160X60MM FRAGIL;ETIQUETAS;PEGASOLA;49,95;G;21;$;0;07;2,399;1,8;119,83;145;89,91;108,79;42509
7798039620926;39580 75X103MM CONTIENE FACTURA;ETIQUETAS;PEGASOLA;49,95;G;21;$;0;07;2,399;1,8;119,83;145;89,91;108,79;42509
7798039620940;39910 FELICIDADES SURTIDAS;ETIQUETAS;PEGASOLA;97,95;G;21;$;0;07;2,1938;1,8;214,88;260;176,31;213,34;42509
5720;TONER HP C3909A LASER 5SI/MX/8000;TONER;TONER HP;4726,935;G;21;U$S;308,95;07;1,55;0;7326,75;8865,37;0;0;42324
750845720532;CANON BC-20 CC PARA BJC-4000 NG ++;CARTUCHO;CANON;169,42;G;10,5;$;0;07;1,65;0;279,54;308,89;0;0;42277
270;BARRA ADHESIVA P/PISTOLA FINA STANDART;ADHESIVOS;ADHESIVOS VARIOS;1,31;G;21;$;0;07;3,1527;0;4,13;5;0;0;42472
271;BARRA ADHESIVA P/PISTOLA GRUESA STANDART;ADHESIVOS;ADHESIVOS VARIOS;4,03;G;21;$;0;07;2,871;0;11,57;14;0;0;42472
171;CUNADORA DE CHEQUES EAGLE N 878;ACCESORIOS;VARIOS;0;G;21;$;0;07;0;0;0;0;0;0;42380
2014;CARATULA OFICIO ROSA;CARPETAS VARIAS;COMERCIAL CARTULINA;1,69;G;21;$;0;07;3,426;2;5,79;7;3,38;4,09;42531
7796191003045;CARATULA OFICIO AMARILLO;CARPETAS VARIAS;COMERCIAL CARTULINA;1,69;G;21;$;0;07;3,426;2;5,79;7;3,38;4,09;42531
2016;CARATULA OFICIO VERDE;CARPETAS VARIAS;COMERCIAL CARTULINA;1,69;G;21;$;0;07;3,426;2;5,79;7;3,38;4,09;42531
2017;CARATULA OFICIO CELESTE;CARPETAS VARIAS;COMERCIAL CARTULINA;1,69;G;21;$;0;07;3,426;2;5,79;7;3,38;4,09;42531
2011;CARPETA VELOX OFICIO CELESTE*;CARPETAS VARIAS;COMERCIAL CARTULINA;2,68;G;21;$;0;07;3,0821;0;8,26;10;0;0;42529
2010;CARPETA VELOX OFICIO ROSA****;CARPETAS VARIAS;COMERCIAL CARTULINA;2,68;G;21;$;0;07;3,0821;0;8,26;10;0;0;42529
2012;CARPETA VELOX OFICIO VERDE***;CARPETAS VARIAS;COMERCIAL CARTULINA;2,68;G;21;$;0;07;3,0821;0;8,26;10;0;0;42529
7796191003014;CARPETA VELOX OFICIO AMARILLA;CARPETAS VARIAS;COMERCIAL CARTULINA;2,68;G;21;$;0;07;3,0821;0;8,26;10;0;0;42529
140;PROYECTOR DE DIAPOSITIVAS NOVAMAT *;ACCESORIOS;IMAGEN;649,2;G;21;$;0;07;0;0;0;0;0;0;42277
5710;TONER HP C4092A 1100/1100A/T3200;TONER;TONER HP;1267,758;G;21;U$S;82,86;07;1,7001;0;2155,32;2607,94;0;0;42593
5711;TONER HP C4096A 2100/2100T;TONER;TONER HP;1917,549;G;21;U$S;125,33;07;1,55;0;2972,2;3596,36;0;0;42324
000000968;BOBINA HILO POLIPROPILENO;HILOS;VARIOS;16,32;G;21;$;0;07;2,4308;0;39,67;48;0;0;42590
4071;402-REGISTRO DE ASISTENCIA JARDIN;LIBROS COMERCIALES;FORMULARIOS;9,6;G;21;$;0;07;2,2;0;21,12;25,56;0;0;42277
000001073;405-REGISTRO ASIST MAESTROS;LIBROS COMERCIALES;FORMULARIOS;23,6;G;21;$;0;07;2,2;0;51,92;62,82;0;0;42298
4073;411-CUADERNO AUXILIAR DE DATOS;LIBROS COMERCIALES;FORMULARIOS;8,8;G;21;$;0;07;2,2;0;19,36;23,43;0;0;42277
4004182034217;BLANCA 3421 70 X 25.4 MM;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
4004182034897;BLANCA 3489 70 X 29.7 MM;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
4004182434741;BLANCA 3474 70 X 37 MM;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
3072;BLANCA TENZA 91X66;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
4004182036594;BLANCA 3659 97 X 42.3 MM;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
4004182034248;BLANCA 3424 105 X 48 MM;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
4004182034255;BLANCA 3425 105 X 57 MM;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
4004182434277;BLANCA 3427 105 X 74 MM;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
4004182434833;BLANCA 3483 105 X 148 MM;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
4004182436554;BLANCA 3655 210 X 148 MM;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
4004182034170;3417 REDONDA 85 MM;ETIQUETAS;OFERTA;38,59;G;21;$;0;07;1,7;0;65,6;79,38;0;0;42277
4004182060148;6014 ETIQ. CD 114.3X5.5 MM;ETIQUETAS;OFERTA;15,75;G;21;$;0;07;1,85;0;29,14;35,26;0;0;42277
3097;4792 ETIQ.PHOTO 63.5X29.6;ETIQUETAS;OFERTA;22,05;G;21;$;0;07;1,85;0;40,79;49,36;0;0;42277
4004182047941;4794 ETIQ.PHOTO 96X63.5 MM;ETIQUETAS;OFERTA;22,05;G;21;$;0;07;1,85;0;40,79;49,36;0;0;42277
5715;TONER HP C4127X LASER 4000;TONER;TONER HP;2973,861;G;21;U$S;194,37;07;1,55;0;4609,48;5577,47;0;0;42324
5716;TONER HP C4129X LASER 5000;TONER;TONER HP;3534,453;G;21;U$S;231,01;07;1,55;0;5478,4;6628,86;0;0;42324
5717;TONER HP C3900A LASER 4V/MV*OFERTA*;TONER;TONER HP;2642,004;G;21;U$S;172,68;07;1,55;0;4095,11;4955,08;0;0;42324
4710850009684;SHINY 968 PORTASELLOS X 8 PLASTICO;PORTA;PORTA SELLOS;80,98;G;21;$;0;07;2,5095;0;203,22;245,9;0;0;42423
6032335621319;SHINY YS212 PORTASELLOS P/12;PORTA;PORTA SELLOS;99,74;G;21;$;0;07;2,498;0;249,15;301,47;0;0;42423
7798140900238;1 BANDAS ELAST.BOL X 50G;BANDAS ELASTICAS;LATEX;5,97;G;21;$;0;07;3,1843;0;19,01;23;0;0;42545
7798140900221;2 BANDAS ELAST BOL X 100;BANDAS ELASTICAS;LATEX;10,29;G;21;$;0;07;2,8115;1,8;28,93;35;18,52;22,41;42545
7896292211308;PORTA BLOCK OFI.MADERA CLIP MET;PORTA;PORTA BLOCKS;17,43;G;21;$;0;07;3,5089;1,9;61,16;74;33,12;40,08;42530
000000038;GAVETA P/DINERO 5 DIVISIONES NG/MAR;OFICINA;COFRES;696,5;G;21;$;0;07;2,6472;0;1843,8;2231;0;0;42359
7793928102385;SACABROCHES LAPIZ MIT 238**DISC;BROCHES;SACABROCHES;0;G;21;$;0;07;0;0;0;0;0;0;42476
000001563;CAL07-CALENDARIO MENSUAL 2017 5X5CM X50;TACOS;CALENDARIO;14,4;G;21;$;0;07;2,5826;0;37,19;45;0;0;42576
000001564;CAL14-CALENDARIO MENSUAL 2017  10.5X7.5  X25;TACOS;CALENDARIO;38;G;21;$;0;07;2,3924;0;90,91;110;0;0;42576
7793928100473;ABROCHADORA MIT PINZA 21/6/8 PINTA.;ABROCHADORAS;MIT;173,77;G;21;$;0;07;1,831;0;318,18;385;0;0;42476
7793928100961;ABROCHADORA MIT PINZA 24/8R PINTADA;ABROCHADORAS;MIT;181,98;G;21;$;0;07;1,9528;0;355,37;430;0;0;42476
7793928100237;ABROCHADORA MIT PINZA 50 CROM******;ABROCHADORAS;MIT;227,83;G;21;$;0;07;1,7956;0;409,09;495;0;0;42476
7793928100213;ABROCHADORA MIT PINZA 64 CROM*** **;ABROCHADORAS;MIT;208,29;G;21;$;0;07;1,7538;0;365,29;442;0;0;42476
7793928100244;ABROCHADORA MIT FX50 PINTADA;ABROCHADORAS;MIT;138,21;G;21;$;0;07;1,8238;0;252,07;305;0;0;42476
149;ZOCALO REP PARA VISOGRAF;ACCESORIOS;IMAGEN;9,26;G;21;$;0;07;0;0;0;0;0;0;42423
000000076;PUNTERO LASER+SENALADOR CJ METAL;ACCESORIOS;PUNTERO LASER;50;G;21;$;0;07;1,9834;0;99,17;120;0;0;42277
000000053;7501M-LUPA BALLOW C/LUZ 50/75MM;ACCESORIOS;LUPAS;40,3;G;21;$;0;07;2,2;0;88,66;107,28;0;0;42277
000000055;A5 LUPA GLASS ARO PLASTICO 50MM;ACCESORIOS;LUPAS GLASS;6,12;G;21;$;0;07;2,4314;0;14,88;18;0;0;42464
000000056;A4 LUPA GLASS ARO PLASTICO 60MM;ACCESORIOS;LUPAS GLASS;7,97;G;21;$;0;07;2,6964;0;21,49;26;0;0;42464
162;CENICERO METAL 601 T/CROMADA 59CM;MUEBLES;OFICINA;201,5;G;21;$;0;07;2,0918;0;421,49;510;0;0;42593
4711734100800;1008- TABLA DE CORTE SDI 60X45 A2;CORTANTES;TABLA DE CORTE;106,47;G;21;$;0;07;2,9962;0;319,01;386;0;0;42593
6923773081004;V0-COFRE 152X118X80;OFICINA;COFRES;124,63;G;21;$;0;07;2,4005;0;299,17;362;0;0;42493
6923773081011;"V1-COFRE N2 8"" 20X16X9 CM";OFICINA;COFRES;155,4;G;21;$;0;07;2,4038;0;373,55;452;0;0;42493
6923773081028;"V2-COFRE N3 10""25X20X9CM";OFICINA;COFRES;175;G;21;$;0;07;2,4085;0;421,49;510;0;0;42493
6923773081035;V3-COFRE 30X24X9;OFICINA;COFRES;220,5;G;21;$;0;07;2,4063;0;530,58;642;0;0;42493
211;ADHESIVOS BARRA PELIFIX CRASH M;ADHESIVOS;BARRA;3,91;G;21;$;0;07;2,1125;0;8,26;10;0;0;42319
7796569310041;ADHESIVO VINILICO A COLORES VARIOS 30GRS;ADHESIVOS;VINILICO COLOR;2,67;G;21;$;0;07;2,6292;0;7,02;8,5;0;0;42396
227;ADHESIVO VINILICO NARANJA X 30 GR;ADHESIVOS;VINILICO COLOR;2,67;G;21;$;0;07;2,6292;0;7,02;8,5;0;0;42361
228;ADHESIVO VINILICO ROJO X 30 GR;ADHESIVOS;VINILICO COLOR;2,67;G;21;$;0;07;2,6292;0;7,02;8,5;0;0;42361
229;ADHESIVO VINILICO VERDE X 30 GR;ADHESIVOS;VINILICO COLOR;2,67;G;21;$;0;07;2,6292;0;7,02;8,5;0;0;42381
274;ADHESIVO VINILICO AZUL X 30 GR.;ADHESIVOS;VINILICO COLOR;2,67;G;21;$;0;07;2,6292;0;7,02;8,5;0;0;42381
223;ADHESIVO VINILICO MARRON X 30 GR.;ADHESIVOS;VINILICO COLOR;2,67;G;21;$;0;07;2,6292;0;7,02;8,5;0;0;42320
224;ADHESIVO VINILICO NEGRO X 30 GR.;ADHESIVOS;VINILICO COLOR;2,67;G;21;$;0;07;2,6292;0;7,02;8,5;0;0;42320
000000088;EQUIPO APRI RENZ SP 2000 ESPIRAL;ANILLOS;EQUIPOS;2168,6;G;21;$;0;07;2,0046;0;4347,11;5260;0;0;42507
000000105;ESPIRAL 7MM PAQUETE X 10 CRISTAL;ANILLOS;ESPIRAL PLASTICO;4,62;G;21;$;0;07;3,0411;0;14,05;17;0;0;42510
000000106;ESPIRAL 9MM PAQUETE X 10 CRISTAL;ANILLOS;ESPIRAL PLASTICO;5,25;G;21;$;0;07;2,8343;0;14,88;18;0;0;42510
000000095;ESPIRAL 12MM PAQUETE X 10 CRISTAL;ANILLOS;ESPIRAL PLASTICO;6,93;G;21;$;0;07;2,7431;0;19,01;23;0;0;42510
000000096;ESPIRAL 14MM PAQUETE X 10 CRISTA;ANILLOS;ESPIRAL PLASTICO;8,68;G;21;$;0;07;2,856;0;24,79;30;0;0;42510
000000097;ESPIRAL 17MM PAQUETE X 10 CRISTA;ANILLOS;ESPIRAL PLASTICO;13,51;G;21;$;0;07;2,8142;0;38,02;46;0;0;42510
000000098;ESPIRAL 20MM PAQUETE X 10 CRISTA;ANILLOS;ESPIRAL PLASTICO;14,7;G;21;$;0;07;2,7551;0;40,5;49;0;0;42510
000000100;ESPIRAL 25MM PAQUETE X 10 CRISTAL;ANILLOS;ESPIRAL PLASTICO;24,29;G;21;$;0;07;2,79;0;67,77;82;0;0;42510
000000101;ESPIRAL 29MM PAQUETE X 5 CRISTAL;ANILLOS;ESPIRAL PLASTICO;14,49;G;21;$;0;07;2,795;0;40,5;49;0;0;42510
000000133;ESPIRAL 40M PAQUETE X 5 TRANSPAR;ANILLOS;ESPIRAL PLASTICO;27,75;G;21;$;0;07;2,7697;0;76,86;93;0;0;42510
000000163;CAJA BLOQUES DIENES *48 PZ CJ MADER;ARTICULOS DIDACTICOS;MADERA;132,194;G;21;$;0;07;1,8976;0;250,85;303,53;0;0;42416
123645652314;CAJA 15 CUERPOS GEOMETRICOS MADERA;ARTICULOS DIDACTICOS;MADERA;290,5;G;21;$;0;07;2,2987;0;667,77;808;0;0;42314
000000161;CAJA REGLETAS CHICAS X 120 UNID.;ARTICULOS DIDACTICOS;MADERA;136,326;G;21;$;0;07;1,7993;0;245,29;296,8;0;0;42416
000000166;ABACO MADERA X 40 ANILLOS EN BOLSA;ARTICULOS DIDACTICOS;MADERA;76,44;G;21;$;0;07;2,2038;0;168,46;203,84;0;0;42416
000000165;ABACO MADERA X 30 ANILLOS EN BOLSA;ARTICULOS DIDACTICOS;MADERA;57,333;G;21;$;0;07;2,1957;0;125,89;152,33;0;0;42416
000000167;ABACO MADERA X 50 ANILLOS EN BOLSA;ARTICULOS DIDACTICOS;MADERA;95,558;G;21;$;0;07;2,1988;0;210,11;254,23;0;0;42416
000000164;MULTIBASE DE 10 * 150 PIEZAS;ARTICULOS DIDACTICOS;MADERA;185,998;G;21;$;0;07;2,1001;0;390,62;472,65;0;0;42416
6266;CUBO PARA MULTIBASE;ARTICULOS DIDACTICOS;MADERA;0;G;21;$;0;07;0;0;0;0;0;0;42416
